volt,velo,accel,dt
0.0,0.0,0.0,31.0
-6.0,0.0,0.0,19201.0
-6.0,0.0,0.0,19998.0
0.0,0.0,0.0,19999.0
0.0,0.0,0.0,20000.0
0.0,0.0,0.0,20000.0
0.0,0.0,0.0,19998.0
0.0,0.0,0.0,20000.0
-6.0,0.0,0.0,20000.0
0.0,0.0,0.0,19999.0
0.0,0.0,0.0,20000.0
0.0,0.0,0.0,19998.0
0.0,0.0,0.0,20002.0
-12.0,0.0,0.0,19996.0
-6.0,0.0,0.0,19999.0
0.0,0.0,0.0,20000.0
0.0,0.0,0.0,19999.0
-6.0,0.0,0.0,20001.0
0.0,0.0,0.0,19997.0
6.0,0.0,0.0,19998.0
0.0,0.0,0.0,20000.0
0.0,0.0,0.0,19999.0
0.0,0.0,0.0,20002.0
0.0,0.0,0.0,19996.0
-6.0,0.0,0.0,19999.0
-6.0,0.0,0.0,19999.0
0.0,0.0,0.0,19999.0
0.0,0.0,0.0,19999.0
-6.0,0.0,0.0,19999.0
-6.0,0.0,0.0,19999.0
0.0,0.0,0.0,19999.0
-6.0,0.0,0.0,19999.0
0.0,0.0,0.0,20000.0
0.0,0.0,0.0,19998.0
-6.0,0.0,0.0,19999.0
0.0,0.0,0.0,20000.0
0.0,0.0,0.0,19998.0
0.0,0.0,0.0,20000.0
0.0,0.0,0.0,19999.0
0.0,0.0,0.0,19999.0
-12.0,0.0,0.0,20000.0
-6.0,0.0,0.0,19999.0
6.0,0.0,0.0,20000.0
0.0,0.0,0.0,19999.0
-6.0,0.0,0.0,19999.0
0.0,0.0,0.0,20059.0
0.0,0.0,0.0,19939.0
0.0,0.0,0.0,19999.0
-6.0,0.0,0.0,19999.0
0.0,0.0,0.0,19999.0
0.0,0.0,0.0,20058.0
0.0,0.0,0.0,19940.0
-6.0,0.0,0.0,19999.0
0.0,0.0,0.0,19999.0
0.0,0.0,0.0,19999.0
0.0,0.0,0.0,20964.0
0.0,0.0,0.0,19998.0
0.0,0.0,0.0,19999.0
0.0,0.0,0.0,20000.0
0.0,0.0,0.0,20014.0
906.0,0.0,0.0,19996.0
4084.0,23.6,1180.5903,19990.0
8365.0,227.8,11384.877,20009.0
5649.0,134.4,6723.3613,19990.0
4029.0,0.0,0.0,19999.0
7897.0,207.2,10360.0,20000.0
9191.0,213.4,10670.533,19999.0
7490.0,105.8,5290.5293,19998.0
8390.0,204.0,10200.0,20000.0
9289.0,279.0,13951.3955,19998.0
9123.0,268.6,13430.0,20000.0
9585.0,309.8,15490.774,19999.0
9813.0,324.0,16200.81,19999.0
9837.0,310.6,15530.776,19999.0
10004.0,370.0,18500.926,19999.0
10115.0,367.6,18380.92,19999.0
10195.0,379.4,18970.95,19999.0
10281.0,387.6,19380.0,20000.0
10386.0,415.8,20792.078,19998.0
10441.0,425.0,21251.062,19999.0
10521.0,438.2,21903.43,20006.0
7287.0,367.2,18370.104,19989.0
4410.0,268.4,13420.671,19999.0
3665.0,253.4,12670.633,19999.0
3345.0,239.2,11952.828,20012.0
-474.0,158.2,7910.3955,19999.0
-4367.0,113.4,5672.8364,19990.0
-5587.0,113.4,5670.2837,19999.0
-5532.0,115.2,5760.288,19999.0
-5624.0,95.4,4770.239,19999.0
-5642.0,95.4,4770.239,19999.0
-5630.0,127.0,6350.0,20000.0
-5809.0,-13.4,-670.067,19998.0
-7989.0,-201.6,-10080.504,19999.0
-7860.0,-129.4,-6470.323,19999.0
-7466.0,-159.2,-7960.0,20000.0
-8310.0,-212.4,-10620.53,19999.0
-9160.0,-248.8,-12441.244,19998.0
-9074.0,-244.8,-12240.612,19999.0
-9474.0,-295.4,-14770.738,19999.0
-9628.0,-286.2,-14310.716,19999.0
-9646.0,-317.6,-15879.206,20001.0
-9874.0,-317.8,-15891.589,19998.0
-9954.0,-334.0,-16700.0,20000.0
-9961.0,-338.0,-16900.846,19999.0
-10071.0,-365.4,-18270.914,19999.0
-10207.0,-400.8,-20042.004,19998.0
-10244.0,-396.2,-19810.0,20000.0
-10299.0,-410.2,-20501.8,20008.0
-8562.0,-376.8,-18842.826,19997.0
-5679.0,-297.8,-14898.193,19989.0
-3838.0,-245.0,-12250.612,19999.0
-2790.0,-189.0,-9450.0,20000.0
-2439.0,-183.6,-9180.0,20000.0
-3197.0,-261.4,-13062.162,20012.0
-1774.0,-275.6,-13781.379,19998.0
4263.0,-30.6,-1530.7654,19990.0
5599.0,17.4,870.087,19998.0
5538.0,17.4,870.0,20000.0
6024.0,11.8,590.02954,19999.0
5981.0,5.8,290.0145,19999.0
6831.0,114.6,5730.5728,19998.0
8045.0,163.8,8190.0,20000.0
7903.0,137.6,6880.344,19999.0
8341.0,195.0,9750.487,19999.0
8987.0,256.0,12800.64,19999.0
9511.0,270.0,13500.675,19999.0
9209.0,284.0,14197.16,20004.0
9862.0,315.4,15770.788,19999.0
10392.0,338.4,16925.078,19994.0
10669.0,378.0,18900.0,20000.0
10798.0,387.2,19361.938,19998.0
10860.0,396.4,19815.047,20005.0
10749.0,406.0,20302.03,19998.0
10657.0,420.4,21026.307,19994.0
10570.0,434.4,21720.0,20000.0
10090.0,424.2,21212.121,19998.0
10484.0,459.6,22980.0,20000.0
10373.0,433.8,21691.084,19999.0
10379.0,419.0,20952.096,19998.0
10336.0,415.4,20770.0,20000.0
10213.0,409.4,20471.023,19999.0
10201.0,418.8,20940.0,20000.0
10188.0,425.8,21292.129,19998.0
10102.0,394.0,19700.984,19999.0
10078.0,409.0,20451.023,19999.0
10078.0,395.2,19760.988,19999.0
10115.0,413.8,20681.727,20008.0
8661.0,390.6,19530.977,19999.0
6955.0,342.4,17120.855,19999.0
3302.0,196.2,9810.0,20000.0
5642.0,265.2,13266.634,19990.0
9517.0,466.2,23311.166,19999.0
10804.0,537.4,26870.002,20000.0
10466.0,473.2,23662.367,19998.0
9887.0,298.2,14910.001,20000.0
9782.0,345.6,17281.729,19998.0
9961.0,338.2,16910.846,19999.0
9837.0,337.6,16880.844,19999.0
9905.0,370.8,18540.926,19999.0
9973.0,355.0,17750.0,20000.0
10016.0,377.8,18891.889,19998.0
9991.0,382.2,19110.957,19999.0
10059.0,403.4,20171.008,19999.0
10053.0,390.4,19520.0,20000.0
10108.0,408.8,20442.043,19998.0
10232.0,413.8,20690.0,20000.0
10275.0,423.6,21175.766,20004.0
8445.0,393.4,19670.982,19999.0
4460.0,247.8,12391.239,19998.0
1521.0,205.4,10272.567,19995.0
-5279.0,-45.6,-2279.658,20003.0
-4195.0,-45.6,-2280.684,19994.0
-2723.0,71.4,3570.0,20000.0
-7127.0,20.4,1020.102,19998.0
-5261.0,20.4,1019.796,20004.0
-5495.0,12.4,620.155,19995.0
-5298.0,12.4,619.876,20004.0
-6456.0,-86.2,-4309.784,20001.0
-7065.0,-145.6,-7282.5493,19993.0
-7768.0,-154.4,-7720.3857,19999.0
-8883.0,-185.0,-9250.463,19999.0
-8729.0,-215.0,-10750.0,20000.0
-8864.0,-215.2,-10760.538,19999.0
-9178.0,-264.8,-13241.323,19998.0
-8969.0,-235.0,-11750.588,19999.0
-9782.0,-270.0,-13500.0,20000.0
-10188.0,-320.2,-16011.602,19998.0
-10416.0,-335.0,-16745.814,20005.0
-10355.0,-344.4,-17221.723,19998.0
-10232.0,-348.4,-17416.516,20004.0
-7552.0,-297.0,-14857.429,19990.0
-8519.0,-350.4,-17515.621,20005.0
-7232.0,-356.4,-17828.914,19990.0
-4410.0,-260.8,-13040.651,19999.0
-2316.0,-147.4,-7370.368,19999.0
-1146.0,-95.2,-4760.238,19999.0
-1331.0,-124.2,-6210.3105,19999.0
-2563.0,-223.4,-11163.859,20011.0
665.0,-170.0,-8500.0,20000.0
4990.0,-120.2,-6010.601,19998.0
2328.0,0.0,0.0,19990.0
4380.0,-22.4,-1120.056,19999.0
7755.0,36.8,1840.0919,19999.0
6505.0,53.4,2670.1335,19999.0
6757.0,80.4,4020.2012,19999.0
8365.0,184.4,9220.461,19999.0
8088.0,160.6,8030.0005,20000.0
8236.0,185.6,9280.929,19998.0
8568.0,260.0,13000.0,20000.0
9394.0,285.0,14251.425,19998.0
9455.0,271.4,13570.679,19999.0
9585.0,304.6,15230.0,20000.0
9720.0,336.8,16840.842,19999.0
9825.0,329.4,16470.822,19999.0
9967.0,374.8,18740.936,19999.0
10053.0,382.0,19101.91,19998.0
10096.0,384.8,19240.0,20000.0
10225.0,405.4,20271.014,19999.0
10293.0,421.0,21051.053,19999.0
10349.0,436.2,21811.092,19999.0
10361.0,429.2,21461.074,19999.0
10447.0,428.6,21431.072,19999.0
10490.0,439.2,21961.1,19999.0
10503.0,434.6,21731.086,19999.0
10638.0,451.0,22540.984,20008.0
9462.0,447.0,22361.18,19990.0
9659.0,447.6,22371.053,20008.0
8032.0,427.8,21391.068,19999.0
2328.0,247.2,12360.0,20000.0
-3616.0,-61.2,-3061.5308,19990.0
-6468.0,-70.8,-3540.3542,19998.0
-5969.0,-70.8,-3540.1772,19999.0
-5569.0,-63.4,-3170.1587,19999.0
-5679.0,-60.6,-3030.0,20000.0
-5655.0,-60.6,-3030.303,19998.0
-5642.0,-39.6,-1980.0989,19999.0
-5698.0,0.0,0.0,20000.0
-6400.0,-48.8,-2440.244,19998.0
-7706.0,-159.8,-7990.4,19999.0
-8445.0,-266.4,-13320.666,19999.0
-9154.0,-222.4,-11120.556,19999.0
-7866.0,-169.6,-8480.0,20000.0
-8421.0,-238.6,-11930.597,19999.0
-9394.0,-266.6,-13331.333,19998.0
-9141.0,-248.6,-12430.0,20000.0
-9388.0,-297.0,-14850.742,19999.0
-9708.0,-330.4,-16520.826,19999.0
-9819.0,-326.2,-16310.816,19999.0
-9856.0,-334.0,-16701.67,19998.0
-9985.0,-364.4,-18220.0,20000.0
-10078.0,-387.2,-19360.969,19999.0
-10182.0,-389.8,-19490.975,19999.0
-10244.0,-412.4,-20621.031,19999.0
-10324.0,-411.2,-20561.03,19999.0
-10379.0,-412.8,-20640.0,20000.0
-10410.0,-422.4,-21121.057,19999.0
-10496.0,-453.8,-22690.0,20000.0
-10595.0,-445.6,-22281.115,19999.0
-10638.0,-473.0,-23651.182,19999.0
-10657.0,-465.4,-23264.184,20005.0
-9338.0,-417.6,-20887.31,19993.0
-7232.0,-358.2,-17906.42,20004.0
-6493.0,-366.8,-18344.586,19995.0
-4743.0,-298.4,-14914.034,20008.0
-1072.0,-273.6,-13683.421,19995.0
7133.0,133.4,6672.0015,19994.0
5014.0,-21.4,-1070.0535,19999.0
6382.0,-13.0,-650.03253,19999.0
6104.0,-13.0,-650.03253,19999.0
6104.0,-8.8,-440.0,20000.0
6098.0,-8.8,-440.044,19998.0
6068.0,0.0,0.0,19999.0
6209.0,14.6,730.0365,19999.0
7435.0,141.8,7090.3545,19999.0
8827.0,231.0,11550.0,20000.0
9283.0,234.6,11731.174,19998.0
9585.0,269.8,13490.674,19999.0
9739.0,296.2,14810.001,20000.0
9948.0,323.6,16181.618,19998.0
10164.0,375.2,18759.062,20001.0
10225.0,365.6,18281.828,19998.0
10312.0,408.6,20430.0,20000.0
10379.0,428.0,21400.0,20000.0
10460.0,465.0,23252.326,19998.0
10484.0,464.4,23220.0,20000.0
10533.0,476.6,23830.0,20000.0
10607.0,500.2,25010.0,20000.0
10657.0,512.4,25621.283,19999.0
10620.0,495.2,24761.238,19999.0
10626.0,491.0,24551.229,19999.0
10638.0,519.4,25971.299,19999.0
10669.0,529.2,26449.42,20008.0
10768.0,525.8,26293.943,19997.0
7503.0,398.4,19929.965,19990.0
3838.0,199.6,9980.0,20000.0
1509.0,95.8,4790.2397,19999.0
142.0,69.6,3480.1738,19999.0
-129.0,0.0,0.0,19999.0
-265.0,-16.4,-820.04095,19999.0
-745.0,-58.6,-2930.1465,19999.0
-1423.0,-130.2,-6510.325,19999.0
-1768.0,-145.4,-7270.3633,19999.0
-1768.0,-140.4,-7020.3506,19999.0
-1595.0,-128.6,-6430.322,19999.0
-1140.0,-100.8,-5040.252,19999.0
-788.0,-69.0,-3450.1726,19999.0
-419.0,-33.8,-1690.0,20000.0
-18.0,-33.8,-1690.169,19998.0
25.0,-33.8,-1688.9866,20012.0
678.0,-32.4,-1620.081,19999.0
3345.0,66.0,3301.651,19990.0
8464.0,337.8,16890.844,19999.0
8833.0,143.8,7190.719,19998.0
6597.0,59.8,2990.0,20000.0
7614.0,146.6,7327.0693,20008.0
5458.0,148.8,7443.722,19990.0
3659.0,17.0,849.74506,20006.0
4725.0,172.8,8644.755,19989.0
-524.0,-77.4,-3870.1936,19999.0
-961.0,-91.2,-4560.228,19999.0
-801.0,-78.2,-3910.3909,19998.0
-487.0,-52.0,-2598.441,20012.0
-1244.0,-27.8,-1390.0695,19999.0
-5686.0,-210.4,-10525.263,19990.0
-9049.0,-404.6,-20231.012,19999.0
-9776.0,-285.2,-14261.427,19998.0
-6838.0,-86.4,-4318.057,20009.0
-4694.0,-32.6,-1630.326,19996.0
-2686.0,-89.0,-4449.3325,20003.0
702.0,-45.2,-2260.113,19999.0
5649.0,205.8,10295.663,19989.0
8895.0,256.6,12830.642,19999.0
6351.0,89.2,4460.2227,19999.0
5236.0,21.6,1080.0,20000.0
7022.0,105.6,5280.264,19999.0
7577.0,149.6,7480.7485,19998.0
7780.0,119.0,5950.0,20000.0
7792.0,139.0,6950.3477,19999.0
8408.0,222.8,11070.258,20126.0
8858.0,239.0,12026.973,19872.0
9209.0,265.0,13251.325,19998.0
9369.0,244.8,12240.0,20000.0
9123.0,265.8,13291.328,19998.0
9492.0,276.8,13840.691,19999.0
9517.0,272.8,13639.999,20000.0
9585.0,298.6,14931.493,19998.0
9523.0,271.6,13580.0,20000.0
9129.0,175.8,8790.439,19999.0
8421.0,179.6,8980.449,19999.0
8039.0,115.6,5780.0,20000.0
7989.0,143.2,7160.716,19998.0
6640.0,107.0,5350.0,20000.0
5907.0,107.0,5347.861,20008.0
4552.0,113.8,5691.138,19996.0
2064.0,0.0,0.0,20002.0
-1552.0,-101.2,-5062.784,19989.0
-5599.0,-262.0,-13100.0,20000.0
-9807.0,-439.2,-21961.1,19999.0
-9277.0,-190.0,-9500.475,19999.0
-5513.0,-79.8,-3990.0002,20000.0
-7263.0,-130.4,-6520.3257,19999.0
-8568.0,-223.2,-11160.558,19999.0
-8242.0,-149.0,-7450.3726,19999.0
-8297.0,-188.8,-9440.473,19999.0
-9049.0,-258.0,-12900.6455,19999.0
-9221.0,-259.4,-12970.648,19999.0
-9265.0,-263.6,-13180.659,19999.0
-9455.0,-298.4,-14920.0,20000.0
-9591.0,-307.0,-15351.535,19998.0
-9763.0,-337.6,-16880.0,20000.0
-9844.0,-346.0,-17301.73,19998.0
-9874.0,-327.0,-16350.0,20000.0
-9954.0,-365.8,-18290.914,19999.0
-10059.0,-389.0,-19451.945,19998.0
-10078.0,-362.2,-18110.0,20000.0
-10213.0,-407.8,-20391.02,19999.0
-10324.0,-424.4,-21221.06,19999.0
-10349.0,-420.4,-21021.05,19999.0
-10410.0,-439.4,-21971.098,19999.0
-10435.0,-436.6,-21686.867,20132.0
-10472.0,-439.8,-22138.326,19866.0
-10509.0,-438.0,-21901.096,19999.0
-10601.0,-461.2,-23060.0,20000.0
-10626.0,-454.6,-22732.273,19998.0
-10731.0,-480.4,-22790.455,21079.0
-8963.0,-407.8,-20393.059,19997.0
1133.0,-177.0,-8850.442,19999.0
3831.0,35.4,1770.9741,19989.0
7725.0,98.4,4920.492,19998.0
5624.0,36.6,1830.0914,19999.0
6462.0,19.6,979.90204,20002.0
6024.0,19.6,980.049,19999.0
6258.0,15.8,790.07904,19998.0
6086.0,15.8,790.0395,19999.0
6295.0,11.0,549.9725,20001.0
6277.0,10.0,499.975,20001.0
8039.0,157.0,7850.3926,19999.0
8310.0,165.6,8280.828,19998.0
8581.0,190.8,9541.432,19997.0
9061.0,231.6,11575.948,20007.0
4872.0,122.6,6130.0,20000.0
2107.0,100.4,5022.7627,19989.0
973.0,78.0,3900.195,19999.0
795.0,70.2,3510.3508,19998.0
973.0,91.4,4567.488,20011.0
3191.0,187.8,9388.592,20003.0
8106.0,410.6,20534.107,19996.0
10373.0,525.8,26305.783,19988.0
10195.0,398.8,19940.0,20000.0
9419.0,187.4,9368.126,20004.0
3049.0,88.4,4419.558,20002.0
1250.0,70.8,3541.4167,19992.0
542.0,39.2,1960.2941,19997.0
142.0,32.2,1610.0,20000.0
807.0,22.4,1120.056,19999.0
2242.0,189.6,9479.053,20002.0
2452.0,193.6,9680.484,19999.0
2316.0,172.2,8612.153,19995.0
2125.0,159.0,7949.6025,20001.0
1854.0,148.2,7411.1113,19997.0
1657.0,132.8,6638.6724,20004.0
1029.0,88.6,4430.443,19998.0
739.0,60.6,3030.606,19996.0
431.0,32.8,1639.5901,20005.0
2181.0,32.4,1620.5673,19993.0
2563.0,127.0,6346.8267,20010.0
5581.0,230.2,11515.182,19991.0
9382.0,405.0,20254.05,19996.0
9948.0,354.0,17700.0,20000.0
9351.0,164.0,8198.7705,20003.0
2476.0,70.4,3520.0,20000.0
62.0,0.0,0.0,19996.0
-12.0,0.0,0.0,19997.0
659.0,49.2,2459.877,20001.0
2002.0,181.0,9050.905,19998.0
2877.0,225.0,11250.0,20000.0
2834.0,209.2,10460.0,20000.0
2427.0,178.6,8931.34,19997.0
1916.0,148.6,7427.772,20006.0
2064.0,121.0,6051.2104,19996.0
5981.0,241.8,12091.813,19997.0
9566.0,356.0,17800.0,20000.0
9776.0,281.8,14092.818,19996.0
9265.0,190.8,9540.0,20000.0
9289.0,266.2,13311.332,19998.0
9683.0,293.0,14650.0,20000.0
9800.0,312.2,15610.001,20000.0
9868.0,336.6,16832.525,19997.0
9973.0,349.2,17459.127,20001.0
10090.0,379.8,18992.848,19997.0
10201.0,404.4,20218.988,20001.0
10232.0,409.0,20448.979,20001.0
10269.0,412.6,20635.158,19995.0
10342.0,407.2,20361.02,19999.0
10410.0,447.2,22358.883,20001.0
10484.0,463.8,23190.0,20000.0
10527.0,461.4,23068.846,20001.0
10626.0,474.0,23705.926,19995.0
10663.0,485.0,24251.213,19999.0
10589.0,458.0,22900.0,20000.0
10638.0,466.2,23310.0,20000.0
10694.0,485.0,24248.787,20001.0
10749.0,478.6,23935.984,19995.0
10786.0,490.4,24521.227,19999.0
10811.0,504.8,25238.738,20001.0
10798.0,510.4,25521.275,19999.0
10823.0,494.4,24710.115,20008.0
10232.0,486.0,24313.373,19989.0
10367.0,502.0,25093.727,20005.0
7540.0,464.0,23206.963,19994.0
6400.0,414.0,20698.965,20001.0
5661.0,374.8,18739.062,20001.0
4842.0,319.4,15974.792,19994.0
4386.0,308.6,15430.0,20000.0
4337.0,312.0,15599.22,20001.0
5667.0,438.2,21911.096,19999.0
6178.0,430.6,21531.076,19999.0
5994.0,428.6,21432.143,19998.0
5710.0,389.8,19491.95,19998.0
5279.0,355.4,17770.0,20000.0
4410.0,299.6,14979.251,20001.0
3641.0,248.8,12441.244,19998.0
3283.0,243.2,12161.216,19998.0
3105.0,230.6,11531.153,19998.0
3850.0,293.4,14669.267,20001.0
4176.0,303.4,15166.208,20005.0
3831.0,258.2,12910.646,19999.0
7577.0,376.0,18805.643,19994.0
10355.0,515.0,25752.576,19998.0
10743.0,474.8,23738.812,20001.0
10108.0,289.4,14470.724,19999.0
9924.0,293.2,14660.733,19999.0
10188.0,375.4,18771.877,19998.0
10269.0,370.2,18508.15,20002.0
5162.0,255.4,12770.639,19999.0
2427.0,152.6,7630.382,19999.0
1762.0,143.6,7180.7183,19998.0
2082.0,174.6,8730.873,19998.0
3579.0,299.4,14970.748,19999.0
4743.0,343.2,17163.434,19996.0
4762.0,329.8,16487.525,20003.0
4404.0,297.4,14871.487,19998.0
3628.0,245.0,12251.226,19998.0
2452.0,170.8,8540.427,19999.0
1990.0,151.6,7580.0005,20000.0
1712.0,143.2,7159.2837,20002.0
1478.0,121.0,6049.6978,20001.0
4010.0,178.6,8932.233,19995.0
8556.0,410.8,20542.053,19998.0
10435.0,521.6,26081.303,19999.0
10293.0,379.4,18968.104,20002.0
9665.0,218.0,10901.635,19997.0
9462.0,281.0,14048.595,20002.0
9899.0,344.8,17243.447,19996.0
9973.0,332.2,16607.51,20003.0
10342.0,377.4,18869.057,20001.0
10632.0,400.0,20006.002,19994.0
10786.0,418.0,20900.0,20000.0
10841.0,415.6,20785.197,19995.0
10958.0,419.2,20960.0,20000.0
10995.0,437.6,21877.812,20002.0
11026.0,445.8,22294.459,19996.0
11045.0,447.4,22372.236,19998.0
11125.0,477.0,23848.807,20001.0
11168.0,480.8,24041.201,19999.0
11174.0,491.0,24540.184,20008.0
11205.0,502.8,25142.514,19998.0
10971.0,476.6,23838.344,19993.0
10663.0,470.4,23521.176,19999.0
10669.0,488.2,24411.22,19999.0
10392.0,490.6,24526.322,20003.0
10349.0,484.6,24232.424,19998.0
10367.0,458.6,22934.588,19996.0
10379.0,477.2,23860.0,20000.0
10373.0,468.2,23405.32,20004.0
6419.0,332.6,16630.832,19999.0
4571.0,309.6,15483.097,19996.0
4121.0,291.8,14592.918,19996.0
3955.0,282.0,14099.295,20001.0
4392.0,331.2,16561.656,19998.0
4909.0,345.6,17280.0,20000.0
4879.0,344.0,17199.14,20001.0
4940.0,352.0,17603.521,19996.0
4786.0,329.4,16470.0,20000.0
4540.0,313.4,15671.566,19998.0
4232.0,298.6,14930.0,20000.0
3967.0,272.6,13630.0,20000.0
3591.0,258.8,12941.94,19997.0
3289.0,233.6,11679.416,20001.0
3025.0,220.4,11021.102,19998.0
2772.0,215.0,10750.537,19999.0
2778.0,207.6,10379.481,20001.0
